id;image1;image2;trial_type
participant_2;n02328150_112.JPEG;n02328150_6221.JPEG;X
participant_2;n03089624_50118.JPEG;n03089624_31684.JPEG;X
participant_2;n04259630_27398.JPEG;n04259630_16045.JPEG;X
participant_2;n04131690_8613.JPEG;n04131690_13765.JPEG;X
participant_2;n04392985_6656.JPEG;n04392985_9599.JPEG;X
participant_2;n03594734_28196.JPEG;n03594734_10857.JPEG;X
participant_2;n03595614_14516.JPEG;n03595614_12795.JPEG;X
participant_2;n02978881_12127.JPEG;n02978881_9853.JPEG;X
participant_2;n02786058_10847.JPEG;n02786058_1833.JPEG;X
participant_2;n02808304_17563.JPEG;n02808304_8053.JPEG;X
participant_2;n03958227_11594.JPEG;n03958227_10573.JPEG;X
participant_2;n04019541_35276.JPEG;n04019541_1476.JPEG;X
participant_2;n02877765_10667.JPEG;n02877765_16369.JPEG;X
participant_2;n02231487_2265.JPEG;n02231487_3193.JPEG;X
participant_2;n03868242_8456.JPEG;n03868242_13802.JPEG;X
participant_2;n02708093_145.JPEG;n02708093_443.JPEG;X
participant_2;n03124170_5215.JPEG;n03124170_10673.JPEG;X
participant_2;n02927161_42490.JPEG;n02927161_792.JPEG;X
participant_2;n04371774_14967.JPEG;n04371774_11964.JPEG;X
participant_2;n03899768_35157.JPEG;n03899768_37963.JPEG;X
participant_2;n03759954_17862.JPEG;n03759954_15525.JPEG;X
participant_2;n07930864_14999.JPEG;n07930864_59345.JPEG;X
participant_2;n03888257_4179.JPEG;n03888257_10044.JPEG;X
participant_2;n03786901_8187.JPEG;n03786901_5481.JPEG;X
participant_2;n02966687_4132.JPEG;n02966687_8049.JPEG;X
participant_2;n02808440_8792.JPEG;n02808440_32236.JPEG;X
participant_2;n03062245_1974.JPEG;n03062245_5468.JPEG;X
participant_2;n03837869_502.JPEG;n03837869_9835.JPEG;X
participant_2;n03141823_7590.JPEG;n03141823_5973.JPEG;X
participant_2;n04204238_4304.JPEG;n04204238_5833.JPEG;X
participant_2;n04026417_24197.JPEG;n04026417_2237.JPEG;X
participant_2;n03876231_11461.JPEG;n03876231_2973.JPEG;X
participant_2;n03530642_2807.JPEG;n03530642_12099.JPEG;X
participant_2;n04041544_2730.JPEG;n04041544_31707.JPEG;X
participant_2;n04476259_9529.JPEG;n04476259_4858.JPEG;X
participant_2;n01930112_18063.JPEG;n01930112_19184.JPEG;X
participant_2;n02980441_2580.JPEG;n02980441_30555.JPEG;X
participant_2;n02834397_6013.JPEG;n02834397_7125.JPEG;X
participant_2;n04070727_32435.JPEG;n04070727_1565.JPEG;X
participant_2;n03970156_7016.JPEG;n03970156_9803.JPEG;X
participant_2;n04562935_10800.JPEG;n04562935_7279.JPEG;X
participant_2;n03255030_2375.JPEG;n03255030_20938.JPEG;X
participant_2;n12144580_4852.JPEG;n12144580_43883.JPEG;X
participant_2;n04532106_12280.JPEG;n04532106_10805.JPEG;X
participant_2;n04252225_1606.JPEG;n04252225_14682.JPEG;X
participant_2;n07753592_11578.JPEG;n07753592_15601.JPEG;X
participant_2;n03404251_1685.JPEG;n03404251_11973.JPEG;X
participant_2;n03991062_5148.JPEG;n03991062_560.JPEG;X
participant_2;n04127249_1742.JPEG;n04127249_8943.JPEG;X
participant_2;n04548362_10223.JPEG;n04548362_28128.JPEG;X
participant_2;n03538406_1308.JPEG;n03538406_10714.JPEG;X
participant_2;n03642806_11746.JPEG;n03642806_3816.JPEG;X
participant_2;n02437616_17.JPEG;n02437616_2362.JPEG;X
participant_2;n03000134_2406.JPEG;n03000134_2550.JPEG;X
participant_2;n04179913_11745.JPEG;n04179913_46.JPEG;X
participant_2;n03804744_8946.JPEG;n03804744_21749.JPEG;X
participant_2;n04423845_16665.JPEG;n04423845_22643.JPEG;X
participant_2;n02747177_29325.JPEG;n02747177_27593.JPEG;X
participant_2;n03825788_9513.JPEG;n03825788_30429.JPEG;X
participant_2;n03124043_1713.JPEG;n03124043_902.JPEG;X
participant_2;n04550184_43944.JPEG;n04550184_34194.JPEG;X
participant_2;n03297495_5210.JPEG;n03297495_1861.JPEG;X
participant_2;n03924679_7447.JPEG;n03924679_8982.JPEG;X
participant_2;n04204347_4353.JPEG;n04204347_5952.JPEG;X
participant_2;n02879718_36638.JPEG;n02879718_8403.JPEG;X
participant_2;n04372370_23966.JPEG;n04372370_41159.JPEG;X
participant_2;n03920288_1496.JPEG;n03920288_4806.JPEG;X
participant_2;n03179701_2117.JPEG;n03179701_4853.JPEG;X
participant_2;n04162706_40299.JPEG;n04162706_23557.JPEG;X
participant_2;n04286575_14356.JPEG;n04286575_490.JPEG;X
participant_2;n03658185_20896.JPEG;n03658185_1675.JPEG;X
participant_2;n02840245_7031.JPEG;n02840245_5364.JPEG;X
participant_2;n04332243_41364.JPEG;n04332243_14513.JPEG;X
participant_2;n03995372_9129.JPEG;n03995372_18138.JPEG;X
participant_2;n02776631_246.JPEG;n02776631_21860.JPEG;X
participant_2;n02125311_45953.JPEG;n02125311_76311.JPEG;X
participant_2;n07802026_742.JPEG;n07802026_18163.JPEG;X
participant_2;n02892201_18148.JPEG;n02892201_68232.JPEG;X
participant_2;n04254680_1344.JPEG;n04254680_5301.JPEG;X
participant_2;n03146219_9451.JPEG;n03146219_25934.JPEG;X
participant_2;n02442845_4826.JPEG;n02442845_1297.JPEG;X
participant_2;n03937543_766.JPEG;n03937543_9360.JPEG;X
participant_2;n03478589_9857.JPEG;n03478589_17203.JPEG;X
participant_2;n12768682_40308.JPEG;n12768682_30627.JPEG;X
participant_2;n03417042_6888.JPEG;n03417042_13729.JPEG;X
participant_2;n03041632_126.JPEG;n03041632_56172.JPEG;X
participant_2;n02132136_28335.JPEG;n02132136_33657.JPEG;X
participant_2;n07565083_13535.JPEG;n07565083_9994.JPEG;X
participant_2;n01494475_17410.JPEG;n01494475_9428.JPEG;X
participant_2;n01943899_16388.JPEG;n01943899_20459.JPEG;X
participant_2;n03944341_5635.JPEG;n03944341_13527.JPEG;X
participant_2;n04606251_4357.JPEG;n04606251_14385.JPEG;X
participant_2;n03208938_19057.JPEG;n03208938_9504.JPEG;X
participant_2;n02096294_4162.JPEG;n02096294_6393.JPEG;X
participant_2;n03857828_7840.JPEG;n03857828_67789.JPEG;X
participant_2;n03272562_2050.JPEG;n03272562_11105.JPEG;X
participant_2;n02841315_12954.JPEG;n02841315_27229.JPEG;X
participant_2;n04542943_1967.JPEG;n04542943_6916.JPEG;X
participant_2;n02408429_666.JPEG;n02408429_16723.JPEG;X
participant_2;n03929660_22024.JPEG;n03929660_426.JPEG;X
participant_2;n02708093_4267.JPEG;n02708093_4553.JPEG;X
participant_2;n03075370_17061.JPEG;n03075370_2099.JPEG;X
participant_2;n02493793_6405.JPEG;n02493793_8364.JPEG;X
participant_2;n03598930_10079.JPEG;n03598930_10546.JPEG;X
participant_2;n02690373_283.JPEG;n02690373_10423.JPEG;X
participant_2;n01531178_4907.JPEG;n01531178_9703.JPEG;X
participant_2;n03347037_27893.JPEG;n03347037_30852.JPEG;X
participant_2;n03676483_8945.JPEG;n03676483_2277.JPEG;X
participant_2;n03891332_3869.JPEG;n03891332_70.JPEG;X
participant_2;n03447721_26918.JPEG;n03447721_46960.JPEG;X
participant_2;n03995372_19939.JPEG;n03995372_9508.JPEG;X
participant_2;n07248320_12699.JPEG;n07248320_91651.JPEG;X
participant_2;n04141327_9240.JPEG;n04141327_19266.JPEG;X
participant_2;n02361337_144.JPEG;n02361337_7701.JPEG;X
participant_2;n03673027_17432.JPEG;n03673027_23225.JPEG;X
participant_2;n03584829_33522.JPEG;n03584829_34641.JPEG;X
participant_2;n03977966_64051.JPEG;n03977966_54335.JPEG;X
participant_2;n02837789_13442.JPEG;n02837789_6264.JPEG;X
participant_2;n04579145_1457.JPEG;n04579145_4622.JPEG;X
participant_2;n03492542_14601.JPEG;n03492542_17902.JPEG;X
participant_2;n04065272_38896.JPEG;n04065272_40021.JPEG;X
participant_2;n04507155_17917.JPEG;n04507155_24195.JPEG;X
participant_2;n09332890_22052.JPEG;n09332890_1916.JPEG;X
participant_2;n02129165_23847.JPEG;n02129165_7913.JPEG;X
participant_2;n02676566_6260.JPEG;n02676566_15152.JPEG;X
participant_2;n03355925_7712.JPEG;n03355925_15090.JPEG;X
participant_2;n03838899_5735.JPEG;n03838899_32227.JPEG;X
participant_2;n02319095_232.JPEG;n02319095_22666.JPEG;X
participant_2;n03388043_3293.JPEG;n03388043_6674.JPEG;X
participant_2;n09428293_31139.JPEG;n09428293_47905.JPEG;X
participant_2;n06596364_6733.JPEG;n06596364_11816.JPEG;X
participant_2;n03954731_33573.JPEG;n03954731_1061.JPEG;X
participant_2;n04019541_5341.JPEG;n04019541_20529.JPEG;X
participant_2;n02089867_424.JPEG;n02089867_8147.JPEG;X
participant_2;n03314780_7552.JPEG;n03314780_4690.JPEG;X
participant_2;n02834397_609.JPEG;n02834397_19623.JPEG;X
participant_2;n02489166_9752.JPEG;n02489166_3525.JPEG;X
participant_2;n02769748_1319.JPEG;n02769748_6483.JPEG;X
participant_2;n03124043_2857.JPEG;n03124043_6264.JPEG;X
participant_2;n02951358_4354.JPEG;n02951358_35002.JPEG;X
participant_2;n02782093_1535.JPEG;n02782093_38268.JPEG;X
participant_2;n04540053_1121.JPEG;n04540053_2205.JPEG;X
participant_2;n01632458_7518.JPEG;n01632458_2761.JPEG;X
participant_2;n03633091_13292.JPEG;n03633091_7417.JPEG;X
participant_2;n04552348_10423.JPEG;n04552348_4820.JPEG;X
participant_2;n03344393_6577.JPEG;n03344393_5668.JPEG;X
participant_2;n07714571_143.JPEG;n07714571_6091.JPEG;X
participant_2;n02795169_19321.JPEG;n02795169_29988.JPEG;X
participant_2;n03657121_7176.JPEG;n03657121_6749.JPEG;X
participant_2;n01560419_123.JPEG;n01560419_4540.JPEG;X
participant_2;n03769881_3630.JPEG;n03769881_4443.JPEG;X
participant_2;n01833805_11108.JPEG;n01833805_23744.JPEG;X
participant_2;n02799071_2055.JPEG;n02799071_39180.JPEG;X
participant_2;n04090263_9316.JPEG;n04090263_11525.JPEG;X
participant_2;n02356798_2508.JPEG;n02356798_4561.JPEG;X
participant_2;n03950228_11161.JPEG;n03950228_6938.JPEG;X
participant_2;n04525305_11922.JPEG;n04525305_5056.JPEG;X
participant_2;n02840245_8308.JPEG;n02840245_1168.JPEG;X
participant_2;n04069434_4123.JPEG;n04069434_12120.JPEG;X
participant_2;n04505470_713.JPEG;n04505470_3286.JPEG;X
participant_2;n01739381_8323.JPEG;n01739381_9834.JPEG;X
participant_2;n07930864_5923.JPEG;n07930864_48594.JPEG;X
participant_2;n03393912_1055.JPEG;n03393912_1491.JPEG;X
participant_2;n02701002_22415.JPEG;n02701002_7445.JPEG;X
participant_2;n04409515_2917.JPEG;n04409515_7951.JPEG;X
participant_2;n04557648_298.JPEG;n04557648_9632.JPEG;X
participant_2;n03841143_14448.JPEG;n03841143_3366.JPEG;X
participant_2;n03223299_7378.JPEG;n03223299_22775.JPEG;X
participant_2;n02117135_1302.JPEG;n02117135_4940.JPEG;X
participant_2;n03866082_7578.JPEG;n03866082_11330.JPEG;X
participant_2;n03026506_1403.JPEG;n03026506_9519.JPEG;X
participant_2;n02910353_8043.JPEG;n02910353_10783.JPEG;X
participant_2;n03544143_5448.JPEG;n03544143_4970.JPEG;X
participant_2;n04008634_546.JPEG;n04008634_2698.JPEG;X
participant_2;n04532106_5730.JPEG;n04532106_3920.JPEG;X
